id,name,link,Average prices,Cuisine,Meals,Restaurant features,Good for,Open Hours,Address,Location,Phone Number
497,Mumoo's,/Restaurant_Review-g293940-d4783954-Reviews-Mumoo_s-Phnom_Penh.html,,Cafe,,,,,"Street 240 1/2, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
498,Vanda Restaurant at the Juliana Hotel,/Restaurant_Review-g293940-d3583719-Reviews-Vanda_Restaurant_at_the_Juliana_Hotel-Phnom_Penh.html,,"Asian, Cambodian",,,,,"No 16 Juliana 152 Road, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",8.55239E+12
499,Malaman,/Restaurant_Review-g293940-d5002121-Reviews-Malaman-Phnom_Penh.html,,Japanese,"Lunch, Dinner",Seating,"Bar Scene, Cheap Eats","Sunday
10:00 - 22:00


Monday
10:00 - 22:00


Tuesday
10:00 - 22:00


Wednesday
10:00 - 22:00


Thursday
10:00 - 22:00


Friday
10:00 - 22:00


Saturday
10:00 - 22:00","# 128A St19 | near the corner St19 & St172, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 78 646 524
500,Garaku,/Restaurant_Review-g293940-d10588267-Reviews-Garaku-Phnom_Penh.html,"US$13 -
US$80","Japanese, Seafood, Sushi","Lunch, Dinner, Drinks","Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Street Parking, Valet Parking, Television, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover",,,"283 Preah Trasak Paem St. 63, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)23 210 428
501,Paddys rice bar,/Restaurant_Review-g293940-d4926685-Reviews-Paddys_rice_bar-Phnom_Penh.html,,Pub,Drinks,Waitstaff,,,"Waterfront, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
502,King's Court Special Happy Pizza,/Restaurant_Review-g293940-d7284938-Reviews-King_s_Court_Special_Happy_Pizza-Phnom_Penh.html,,"Italian, Pizza",,,,,"341, Quai Sisowath, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 986 469
503,Sundance Inn & Saloon,/Restaurant_Review-g293940-d5999940-Reviews-Sundance_Inn_Saloon-Phnom_Penh.html,,"Bar, Mexican","Breakfast, Lunch, Dinner","Seating, Waitstaff",,,"61 AB Street 172, Phnom Penh 80152, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85516802090
504,Dusk Till Dawn,/Restaurant_Review-g293940-d6525057-Reviews-Dusk_Till_Dawn-Phnom_Penh.html,,Caribbean,Drinks,,,,"Street 172 | #46-48, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+85511715900
505,Meat & Drink,/Restaurant_Review-g293940-d7283349-Reviews-Meat_Drink-Phnom_Penh.html,"US$7 -
US$9",Steakhouse,Dinner,Reservations,,"Sunday
17:00 - 23:00


Tuesday
17:00 - 23:00


Wednesday
17:00 - 23:00


Thursday
17:00 - 23:00


Friday
17:00 - 23:00


Saturday
17:00 - 23:00","308 Bassac Lane, Off Street | Bassac Lane, Phnom Penh 13253, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
506,Margarita Restaurant,/Restaurant_Review-g293940-d4371867-Reviews-Margarita_Restaurant-Phnom_Penh.html,,Mexican,,,,,"51 Street Sorya Mall | Opp Heart of Darkness Disco, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",69996872
507,Gasolina,/Restaurant_Review-g293940-d2058290-Reviews-Gasolina-Phnom_Penh.html,,International,"Breakfast, Lunch, Dinner","Reservations, Outdoor Seating, Seating, Waitstaff",,"Sunday
08:00 - 22:00


Tuesday
08:00 - 22:00


Wednesday
08:00 - 22:00


Thursday
08:00 - 22:00


Friday
08:00 - 22:00


Saturday
08:00 - 22:00","56 & 57 Street 57, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
508,Shona's Phnom Penh,/Restaurant_Review-g293940-d8470883-Reviews-Shona_s_Phnom_Penh-Phnom_Penh.html,,"French, Indian, European, Fusion",,,,,"#6, Street 5 | Near Phsar Chas, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",10609256
509,Hakata Shokudo NHAM,/Restaurant_Review-g293940-d8441121-Reviews-Hakata_Shokudo_NHAM-Phnom_Penh.html,,Japanese,,,,,"St.63,Sangkat Tonle Bassac, Khan Charmkamorn, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23 452 2588
510,World Dining,/Restaurant_Review-g293940-d8421979-Reviews-World_Dining-Phnom_Penh.html,US$5,"Asian, Chinese, Japanese, Vietnamese, Australian, Malaysian, Cambodian","Lunch, Dinner","Seating, Wheelchair Accessible, Serves Alcohol","Cheap Eats, Child-friendly, Groups",,"| Second Floor, Aeon Mall, Phnom Penh 12301, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)081668857
511,Blanc a L'aise Boutique Cafe,/Restaurant_Review-g293940-d8806245-Reviews-Blanc_a_L_aise_Boutique_Cafe-Phnom_Penh.html,,,,,,"Sunday
07:00 - 22:00


Monday
07:00 - 22:00


Tuesday
07:00 - 22:00


Wednesday
07:00 - 22:00


Thursday
07:00 - 22:00


Friday
07:00 - 22:00


Saturday
07:00 - 22:00","Street 288 | House No. 29, Sangkat Beoung Keng Kan I, Khan Camkamon, Phnom Penh 33333, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",17722777
512,Sovanphum Restaurant,/Restaurant_Review-g293940-d8613837-Reviews-Sovanphum_Restaurant-Phnom_Penh.html,,,,,,,"178 5e0, Street | Sangkat Chey Chum Neas, Khan Daun Penh, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",016 737 021
513,Maison Kayser Vatanac,/Restaurant_Review-g293940-d8557197-Reviews-Maison_Kayser_Vatanac-Phnom_Penh.html,,,,,,,"Preah Ang Non St | Vattanac Bank Tower, Next to Canadia Bank Tower, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
514,Artease Cafe,/Restaurant_Review-g293940-d8641957-Reviews-Artease_Cafe-Phnom_Penh.html,,,,,,,"#23, Street 310, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",011-977-577
515,Cafe Amazon,/Restaurant_Review-g293940-d10024052-Reviews-Cafe_Amazon-Phnom_Penh.html,,,,,,,"# 183 a, Preah Norodom Blvd | Corner Street 352, Sangkat Boeng Kengkang 1, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
516,Ludwik,/Restaurant_Review-g293940-d7130531-Reviews-Ludwik-Phnom_Penh.html,"US$3 -
US$10","German, European, Pizza","Lunch, Dinner","Reservations, Seating",,"Sunday
11:00 - 22:00


Tuesday
11:00 - 22:00


Wednesday
11:00 - 22:00


Thursday
11:00 - 22:00


Friday
11:00 - 22:00


Saturday
11:00 - 22:00","350 #28 Street | Street 350, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 96 718 8267
517,Boat Noodle Restaurant,/Restaurant_Review-g293940-d1969392-Reviews-Boat_Noodle_Restaurant-Phnom_Penh.html,"US$2 -
US$10","Cambodian, Thai","Breakfast, Lunch, Dinner","Delivery, Takeout, Reservations, Parking Available, Validated Parking, Wheelchair Accessible, Seating, Waitstaff, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Cash Only, Free Wifi, Outdoor Seating",,"Sunday
07:00 - 22:00


Monday
07:00 - 22:00


Tuesday
07:00 - 22:00


Wednesday
07:00 - 22:00


Thursday
07:00 - 22:00


Friday
07:00 - 22:00


Saturday
07:00 - 22:00","#57. Sothearos Blvd | Sangkat Tonle Basac, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85512774287
518,Velkommen Inn,/Restaurant_Review-g293940-d1200264-Reviews-Velkommen_Inn-Phnom_Penh.html,,"European, Asian, Bar, Cambodian","Dinner, Breakfast, Lunch",Reservations,,,"#23, Street 104, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",(855) (0)92-177710
519,Pochentong Restaurant,/Restaurant_Review-g293940-d3930827-Reviews-Pochentong_Restaurant-Phnom_Penh.html,,"Chinese, Seafood, Asian, Thai, Cambodian",,,,"Monday
06:00 - 22:00


Tuesday
06:00 - 22:00


Wednesday
06:00 - 22:00


Thursday
06:00 - 22:00


Friday
06:00 - 22:00","46 Russian Blvd, Sangkat Kakab, Khan Dangkor, Phnom Penh, Cambodia, Phnom Penh 999999, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)16283131
520,Apple Bar & Restaurant,/Restaurant_Review-g293940-d7342534-Reviews-Apple_Bar_Restaurant-Phnom_Penh.html,,"Bar, Pub",,,Bar Scene,,"172 Jayawaraman 7 (St. | No. 42Eo, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",011 223 407
521,Phkar Romyool Cafe Restaurant,/Restaurant_Review-g293940-d8532761-Reviews-Phkar_Romyool_Cafe_Restaurant-Phnom_Penh.html,"US$8 -
US$30","Chinese, European, Asian, Malaysian, Halal",,,,,"130 No. 16, Street | Restaurant de l'h_tel Le Grand Palais, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85523998969
522,Taboo,/Restaurant_Review-g293940-d2419288-Reviews-Taboo-Phnom_Penh.html,,Cambodian,"Lunch, Dinner",Waitstaff,,"Sunday
11:00 - 23:00


Monday
11:00 - 23:00


Tuesday
11:00 - 23:00


Wednesday
11:00 - 23:00


Thursday
11:00 - 23:00


Friday
11:00 - 23:00


Saturday
11:00 - 23:00","331 Sisowath Quay, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
523,The Spoon,/Restaurant_Review-g293940-d1854697-Reviews-The_Spoon-Phnom_Penh.html,"US$5 -
US$10","Asian, Cambodian, Thai","Lunch, Dinner","Reservations, Buffet, Seating, Waitstaff",,,"#35 Czechoslovakia Blvd, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 2385 5957
524,Thalias,/Restaurant_Review-g293940-d6418621-Reviews-Thalias-Phnom_Penh.html,,,,,,,"N0 163, Street 51, Sangkat Chaktomuk, Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",(0) 12 342 555
525,Padang House Indonesian Cuisine,/Restaurant_Review-g293940-d4771958-Reviews-Padang_House_Indonesian_Cuisine-Phnom_Penh.html,,"Asian, Indonesian",,,,"Monday
10:30 - 21:00


Tuesday
10:30 - 21:00


Wednesday
10:30 - 21:00


Thursday
10:30 - 21:00


Friday
10:30 - 21:00


Saturday
10:30 - 21:00","Himawari Hotel Apartments, 313 Sisowath Quay,, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",16828555
526,LaDolce Vita Restaurant,/Restaurant_Review-g293940-d2066865-Reviews-LaDolce_Vita_Restaurant-Phnom_Penh.html,,"Italian, Pizza, European","Dinner, Breakfast, After-hours","Reservations, Waitstaff",,,"36Eo, St,172 | Behind of Onalom Pagoda, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
527,Indochine,/Restaurant_Review-g293940-d2716903-Reviews-Indochine-Phnom_Penh.html,,"Asian, Thai, Vietnamese, Cambodian",,,,,"NagaWorld Samdech Techo Hun Sen Park, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
528,Japanese BBQ Restaurant Rokko Cambodia,/Restaurant_Review-g293940-d8129656-Reviews-Japanese_BBQ_Restaurant_Rokko_Cambodia-Phnom_Penh.html,"US$10 -
US$20","Japanese, Barbecue",,"Reservations, Outdoor Seating, Buffet, Seating, Waitstaff, Serves Alcohol, Full Bar, Cash Only, Free Wifi",,"Sunday
11:00 - 15:0017:00 - 03:00


Tuesday
11:00 - 15:0017:00 - 03:00


Wednesday
11:00 - 15:0017:00 - 03:00


Thursday
11:00 - 15:0017:00 - 03:00


Friday
11:00 - 15:0017:00 - 03:00


Saturday
11:00 - 15:0017:00 - 03:00","No.350D,Monivong Blvd Corner St.294, | 3rd village,Boeung Keng Kong I Quarter,Chamkarmon District, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 10 702 965
529,Watami Japanese Dining,/Restaurant_Review-g293940-d7255761-Reviews-Watami_Japanese_Dining-Phnom_Penh.html,,"Sushi, Japanese",,Reservations,,"Sunday
09:00 - 23:00


Monday
09:00 - 23:00


Tuesday
09:00 - 23:00


Wednesday
09:00 - 23:00


Thursday
09:00 - 23:00


Friday
09:00 - 23:00


Saturday
09:00 - 23:00","Terrace Avenue | No. 46, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023-901-071
530,"Salt N' Pepper, Gastropub",/Restaurant_Review-g293940-d9770481-Reviews-Salt_N_Pepper_Gastropub-Phnom_Penh.html,"US$8 -
US$88",,,,,"Sunday
06:00 - 22:30


Monday
06:00 - 22:30


Tuesday
06:00 - 22:30


Wednesday
06:00 - 22:30


Thursday
06:00 - 22:30


Friday
06:00 - 22:30


Saturday
06:00 - 22:30","15 Street | Unit 68, Corner of Street 136 and 15 Phsar Kandal1, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85523961888
531,Happy One Bbq & Suki Soup,/Restaurant_Review-g293940-d6599526-Reviews-Happy_One_Bbq_Suki_Soup-Phnom_Penh.html,,"Barbecue, Asian",,,,"Sunday
11:00 - 21:00


Monday
11:00 - 21:00


Tuesday
11:00 - 21:00


Wednesday
11:00 - 21:00


Thursday
11:00 - 21:00


Friday
11:00 - 21:00


Saturday
11:00 - 21:00","Sorya Center Street 63, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",234567898
532,Le Diplomate,/Restaurant_Review-g293940-d9730237-Reviews-Le_Diplomate-Phnom_Penh.html,,,,,,,"corner of Street 57 and Street 294, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",12399228
533,La Scala,/Restaurant_Review-g293940-d8342545-Reviews-La_Scala-Phnom_Penh.html,,"Italian, European",,,,,"#14 Street Pasteur (51), Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 12 727 579
534,J8 Korean Grill and Casual Dining,/Restaurant_Review-g293940-d9456178-Reviews-J8_Korean_Grill_and_Casual_Dining-Phnom_Penh.html,,"Asian, Korean, Grill",,,,,"Street 313 | Toul Kork, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",71 442 0066
535,Tropicana Caribbean Restaurant Bar and Inn,/Restaurant_Review-g293940-d10397400-Reviews-Tropicana_Caribbean_Restaurant_Bar_and_Inn-Phnom_Penh.html,"US$4 -
US$14","Caribbean, Jamaican",,,,,"#21AB Street 184, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",11492122
536,Mercy House,/Restaurant_Review-g293940-d6750703-Reviews-Mercy_House-Phnom_Penh.html,,,Lunch,,,"Sunday
07:00 - 20:00


Monday
07:00 - 18:00


Tuesday
07:00 - 18:00


Wednesday
07:00 - 18:00


Thursday
07:00 - 18:00


Friday
07:00 - 18:00


Saturday
07:00 - 20:00","Street 251 (Street 222 Corner), Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",12342212
537,Island Soup & Grill Seafood,/Restaurant_Review-g293940-d5808581-Reviews-Island_Soup_Grill_Seafood-Phnom_Penh.html,"US$3 -
US$15","Seafood, Grill, Soups",Dinner,Outdoor Seating,Local cuisine,"Sunday
11:00 - 22:00


Monday
11:00 - 22:00


Tuesday
11:00 - 22:00


Wednesday
11:00 - 22:00


Thursday
11:00 - 22:00


Friday
11:00 - 22:00


Saturday
11:00 - 22:00","184 36e Street, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 12 480 077
538,Le Bon Cafe & Pub,/Restaurant_Review-g293940-d2507229-Reviews-Le_Bon_Cafe_Pub-Phnom_Penh.html,,"Cafe, American","Breakfast, Lunch, Dinner, Brunch","Seating, Waitstaff, Serves Alcohol",Bar Scene,"Sunday
08:00 - 22:00


Monday
08:00 - 22:00


Tuesday
08:00 - 22:00


Wednesday
08:00 - 22:00


Thursday
08:00 - 22:00


Friday
08:00 - 22:00


Saturday
08:00 - 22:00","Golden Sorya Mall | 146-147 Street 51 Pasteur, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
539,Veayo Tonle Cafe,/Restaurant_Review-g293940-d8641930-Reviews-Veayo_Tonle_Cafe-Phnom_Penh.html,,,,,,,"Corner of St 155 and St 468 | Toul Tom Poung, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 98 361 793
540,Pepperyhouse,/Restaurant_Review-g293940-d7039515-Reviews-Pepperyhouse-Phnom_Penh.html,,"Asian, Thai, Cambodian, Vegetarian Friendly, Fusion","Dinner, Lunch","Seating, Reservations, Waitstaff",,,"#118E0, Street 19, Sangkat Cheychumnas, Khan Duan Penh, Phnom Penh, Cambodia, Phnom Penh +855, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",(855)(0)15 751 291
541,Lemondgrass,/Restaurant_Review-g293940-d2141790-Reviews-Lemondgrass-Phnom_Penh.html,"US$2 -
US$5",Vietnamese,,,,,"252 St No. 456, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",978695914
542,Fruit Cafe Amore,/Restaurant_Review-g293940-d3183529-Reviews-Fruit_Cafe_Amore-Phnom_Penh.html,,,,,,,"No.53_450St, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023-632-5161
543,Cafe 151,/Restaurant_Review-g293940-d1219858-Reviews-Cafe_151-Phnom_Penh.html,,,,,,,"151 Sisowath Quay, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
544,SmallWorld Family Restaurant,/Restaurant_Review-g293940-d4036628-Reviews-SmallWorld_Family_Restaurant-Phnom_Penh.html,,"Asian, Cambodian",,,,,"House 17, Street 604, Toul Kork, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
545,Champs-Elysees Restaurant,/Restaurant_Review-g293940-d7675404-Reviews-Champs_Elysees_Restaurant-Phnom_Penh.html,,,,,,,"Building 185, Street Trasak Paem (63) | Sangkat Beoung Keng Kong 1, Khan ChomKamorn, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",(+855)_ 23 99 34 56
546,The Summer,/Restaurant_Review-g293940-d7226684-Reviews-The_Summer-Phnom_Penh.html,,,Dinner,,,"Sunday
17:00 - 00:00


Monday
17:00 - 00:00


Tuesday
17:00 - 00:00


Wednesday
17:00 - 00:00


Thursday
17:00 - 00:00


Friday
17:00 - 00:00


Saturday
17:00 - 00:00","#18 Street 294, Phnom Penh 855, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 17 611 959
547,Fortune Palace,/Restaurant_Review-g293940-d6116926-Reviews-Fortune_Palace-Phnom_Penh.html,,Chinese,Lunch,,,,"NagaWorld, Samdech Techo, Hun Sen Park, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",2 322 8822
548,Le TJ Cafe,/Restaurant_Review-g293940-d10023994-Reviews-Le_TJ_Cafe-Phnom_Penh.html,,,,,,,"Street 320, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",15537135
549,Burger King,/Restaurant_Review-g293940-d3963251-Reviews-Burger_King-Phnom_Penh.html,,"American, Fast food","Dinner, Breakfast, Lunch","Takeout, Seating","Cheap Eats, Child-friendly",,"Phnom Penh International Airport, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 12 410 404
550,Couleur,/Restaurant_Review-g293940-d4562377-Reviews-Couleur-Phnom_Penh.html,,Cafe,,,,"Sunday
08:00 - 21:00


Monday
08:00 - 21:00


Tuesday
08:00 - 21:00


Wednesday
08:00 - 21:00


Thursday
08:00 - 21:00


Friday
08:00 - 21:00


Saturday
08:00 - 21:00","Samdach Sothearos Blvd. Chaktomuk, Daun Penh district, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",8.55889E+11
551,Chatime BKK,/Restaurant_Review-g293940-d6351757-Reviews-Chatime_BKK-Phnom_Penh.html,,"Cafe, International, Asian, Taiwanese, Cambodian",,,,"Sunday
09:00 - 21:00


Monday
09:00 - 21:00


Tuesday
09:00 - 21:00


Wednesday
09:00 - 21:00


Thursday
09:00 - 21:00


Friday
09:00 - 21:00


Saturday
09:00 - 21:00","Street 51 (Pasteur Street), Next to Bunna Realty Group, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)89500019
552,An Nam,/Restaurant_Review-g293940-d2400571-Reviews-An_Nam-Phnom_Penh.html,,Vietnamese,,,,,"#118 Sothearos, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
553,Bar Sito,/Restaurant_Review-g293940-d4990748-Reviews-Bar_Sito-Phnom_Penh.html,,,,,,"Sunday
17:00 - 00:00


Tuesday
17:00 - 00:00


Wednesday
17:00 - 00:00


Thursday
17:00 - 00:00


Friday
17:00 - 00:00


Saturday
17:00 - 00:00","240 Street- Half- Lane, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
554,Xiang Palace,/Restaurant_Review-g293940-d4056046-Reviews-Xiang_Palace-Phnom_Penh.html,,Chinese,Dinner,Reservations,,,"296 Boulevard Mao Tse Toung | Intercontinental Hotel Phnom Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855-23-424888
555,Hua Nam Restaurant,/Restaurant_Review-g293940-d5961017-Reviews-Hua_Nam_Restaurant-Phnom_Penh.html,,,Lunch,,,"Sunday
11:00 - 14:0017:00 - 22:00


Monday
11:00 - 14:0017:00 - 22:00


Tuesday
11:00 - 14:0017:00 - 22:00


Wednesday
11:00 - 14:0017:00 - 22:00


Thursday
11:00 - 14:0017:00 - 22:00


Friday
11:00 - 14:0017:00 - 22:00


Saturday
11:00 - 14:0017:00 - 22:00","753 Mounivong Blvd | Chamcarmon, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 23 220 688
556,Geylang Lor 9,/Restaurant_Review-g293940-d6495955-Reviews-Geylang_Lor_9-Phnom_Penh.html,,Asian,,,,,"#187C Street 63, (Corner of Street 288) | Boeung Keng Kang 1, Chamkarmon, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 89 757 517
557,GANH Cambodia,/Restaurant_Review-g293940-d8602799-Reviews-GANH_Cambodia-Phnom_Penh.html,,Vietnamese,,,,,"#49, Street 294 | Sangkat Beoung Keng Kang 1, Khan Chamkamorn, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 15 997 717
558,Klang Boy Bak Kut Teh,/Restaurant_Review-g293940-d4874543-Reviews-Klang_Boy_Bak_Kut_Teh-Phnom_Penh.html,"US$3 -
US$7","Asian, Chinese","Lunch, Dinner, Drinks","Delivery, Takeout, Reservations, Seating, Street Parking, Cash Only, Free Wifi, Waitstaff",,"Sunday
07:00 - 22:00


Monday
07:00 - 22:00


Tuesday
07:00 - 22:00


Wednesday
07:00 - 22:00


Thursday
07:00 - 22:00


Friday
07:00 - 22:00","No 9, St 128, Kampuchea Klom Blvd | Near Central Market west gate, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 77 781 268
559,Forest,/Restaurant_Review-g293940-d8122537-Reviews-Forest-Phnom_Penh.html,,,,Reservations,,,"Lot 1, Street National Assembly, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",236488888
560,Lemon Grass,/Restaurant_Review-g293940-d4751495-Reviews-Lemon_Grass-Phnom_Penh.html,,"Asian, Cambodian",,Reservations,,"Sunday
07:30 - 20:00


Monday
07:30 - 20:00


Tuesday
07:30 - 20:00


Wednesday
07:30 - 20:00


Thursday
07:30 - 20:00


Friday
07:30 - 20:00


Saturday
07:30 - 20:00","#14, Street 130 | Phsa Kandal 1, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
561,Couleur Caffee,/Restaurant_Review-g293940-d4562371-Reviews-Couleur_Caffee-Phnom_Penh.html,,Cafe,,,,,"BLVD Samdach Sothearos, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
562,Pep Cafe,/Restaurant_Review-g293940-d7343161-Reviews-Pep_Cafe-Phnom_Penh.html,,Pizza,,,,,"371 Sisowath Quay | Next to FCC, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",1256892
563,Cross Town Cafe,/Restaurant_Review-g293940-d4040459-Reviews-Cross_Town_Cafe-Phnom_Penh.html,,Japanese,,,,"Sunday
11:00 - 02:00


Tuesday
11:00 - 02:00


Wednesday
11:00 - 02:00


Thursday
11:00 - 02:00


Friday
11:00 - 02:00


Saturday
11:00 - 02:00","Street 294, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 17 665 204
564,K Cafe Cambodia,/Restaurant_Review-g293940-d1732513-Reviews-K_Cafe_Cambodia-Phnom_Penh.html,,,,,"Romantic, Local cuisine",,"No. 35, Street 115 Russia Market, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
565,Kintan Buffet Cambodia,/Restaurant_Review-g293940-d10107635-Reviews-Kintan_Buffet_Cambodia-Phnom_Penh.html,"US$5 -
US$30","Japanese, Steakhouse, Seafood, Barbecue",,,,,"132 Samdech Sothearos Blvd | Aeon Mall, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85598551788
566,Chi Cha,/Restaurant_Review-g293940-d1219861-Reviews-Chi_Cha-Phnom_Penh.html,,"Asian, Vegetarian Friendly","Dinner, Lunch",Reservations,,,"#27 St 110, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 336 065
567,Sun Cafe,/Restaurant_Review-g293940-d7894998-Reviews-Sun_Cafe-Phnom_Penh.html,,"European, Asian",,,,,"No. 1, St. 92 | Sandkat Wat Phom, Khan Daun Penh, Phnom Penh 12202, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23430333
568,Love Power Cafe,/Restaurant_Review-g293940-d7046844-Reviews-Love_Power_Cafe-Phnom_Penh.html,,,,,,,"Parkway Square, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
569,The Place,/Restaurant_Review-g293940-d1638624-Reviews-The_Place-Phnom_Penh.html,,"Asian, European, Cambodian","Breakfast, Lunch",Seating,,,"No. 90, Preah Sihanouk Blvd | Beung Keng Kang I.Khan Chamkarmorn, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
570,The Ebony Apsara Cafe,/Restaurant_Review-g293940-d1997959-Reviews-The_Ebony_Apsara_Cafe-Phnom_Penh.html,,,Dinner,,,"Monday
11:30 - 01:00


Tuesday
11:30 - 01:00


Wednesday
11:30 - 01:00


Thursday
11:30 - 01:00


Friday
11:30 - 01:00","42E Street 178, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855(0)12-581 291
571,Jaru,/Restaurant_Review-g293940-d10134856-Reviews-Jaru-Phnom_Penh.html,,,,,,,"St 282, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",12450902
